	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
9	199.9.14.201	North-Central-section_1	0.0	-1	0	0.25	0.25	1.0	0.4	1	3	0	0
0	199.9.14.201	North-Central-section_1	0.1	-1	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
2	199.9.14.201	North-Central-section_1	0.2	-1	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
6	199.9.14.201	North-Central-section_1	0.3	-1	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
3	199.9.14.201	North-Central-section_1	0.4	-1	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
5	199.9.14.201	North-Central-section_1	0.5	-1	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
7	199.9.14.201	North-Central-section_1	0.6	-1	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
1	199.9.14.201	North-Central-section_1	0.7	-1	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
10	199.9.14.201	North-Central-section_1	0.8	-1	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
4	199.9.14.201	North-Central-section_1	0.9	-1	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
8	199.9.14.201	North-Central-section_1	1.0	-1	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
