	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1
9	192.203.230.10	North-Central_100	0.0	-1	0	0.06666666666666667	0.36363636363636365	0.07547169811320754	0.125
12	192.203.230.10	North-Central_100	0.1	-1	0	0.06557377049180328	0.36363636363636365	0.07407407407407407	0.12307692307692307
2	192.203.230.10	North-Central_100	0.2	-1	0	0.06557377049180328	0.36363636363636365	0.07407407407407407	0.12307692307692307
18	192.203.230.10	North-Central_100	0.3	-1	0	0.06557377049180328	0.36363636363636365	0.07407407407407407	0.12307692307692307
25	192.203.230.10	North-Central_100	0.4	-1	0	0.08333333333333333	0.45454545454545453	0.09259259259259259	0.15384615384615383
26	192.203.230.10	North-Central_100	0.5	-1	0	0.1206896551724138	0.6363636363636364	0.12962962962962962	0.21538461538461537
16	192.203.230.10	North-Central_100	0.6	-1	0	0.1206896551724138	0.6363636363636364	0.12962962962962962	0.21538461538461537
22	192.203.230.10	North-Central_100	0.7	-1	0	0.14035087719298245	0.7272727272727273	0.14814814814814814	0.24615384615384614
19	192.203.230.10	North-Central_100	0.8	-1	0	0.14035087719298245	0.7272727272727273	0.14814814814814814	0.24615384615384614
20	192.203.230.10	North-Central_100	0.9	-1	0	0.14035087719298245	0.7272727272727273	0.14814814814814814	0.24615384615384614
28	192.203.230.10	North-Central_100	1.0	-1	0	0.14035087719298245	0.7272727272727273	0.14814814814814814	0.24615384615384614
14	192.203.230.10	North-Central_1000	0.0	-1	0	0.2753623188405797	0.5277777777777778	0.36538461538461536	0.4318181818181818
0	192.203.230.10	North-Central_1000	0.1	-1	0	0.3384615384615385	0.6111111111111112	0.43137254901960786	0.5057471264367817
29	192.203.230.10	North-Central_1000	0.2	-1	0	0.359375	0.6388888888888888	0.45098039215686275	0.5287356321839081
3	192.203.230.10	North-Central_1000	0.3	-1	0	0.4098360655737705	0.7142857142857143	0.49019607843137253	0.5813953488372093
6	192.203.230.10	North-Central_1000	0.4	-1	0	0.5087719298245614	0.8285714285714286	0.5686274509803921	0.6744186046511628
21	192.203.230.10	North-Central_1000	0.5	-1	0	0.5714285714285714	0.8888888888888888	0.6153846153846154	0.7272727272727274
15	192.203.230.10	North-Central_1000	0.6	-1	0	0.6481481481481481	0.9459459459459459	0.6730769230769231	0.7865168539325843
33	192.203.230.10	North-Central_1000	0.7	-1	0	0.6481481481481481	0.9459459459459459	0.6730769230769231	0.7865168539325843
40	192.203.230.10	North-Central_1000	0.8	-1	0	0.6296296296296297	0.9444444444444444	0.6538461538461539	0.7727272727272727
11	192.203.230.10	North-Central_1000	0.9	-1	0	0.6296296296296297	0.9444444444444444	0.6538461538461539	0.7727272727272727
42	192.203.230.10	North-Central_1000	1.0	-1	0	0.6296296296296297	0.9444444444444444	0.6538461538461539	0.7727272727272727
30	192.203.230.10	North-Central_300	0.0	-1	0	0.19402985074626866	0.4642857142857143	0.25	0.325
34	192.203.230.10	North-Central_300	0.1	-1	0	0.203125	0.52	0.25	0.33766233766233766
39	192.203.230.10	North-Central_300	0.2	-1	0	0.2222222222222222	0.56	0.2692307692307692	0.36363636363636365
4	192.203.230.10	North-Central_300	0.3	-1	0	0.3389830508474576	0.7692307692307693	0.37735849056603776	0.5063291139240507
35	192.203.230.10	North-Central_300	0.4	-1	0	0.3620689655172414	0.8076923076923077	0.39622641509433965	0.5316455696202532
43	192.203.230.10	North-Central_300	0.5	-1	0	0.43636363636363634	0.9230769230769231	0.4528301886792453	0.6075949367088607
10	192.203.230.10	North-Central_300	0.6	-1	0	0.46296296296296297	0.9615384615384616	0.4716981132075472	0.6329113924050632
7	192.203.230.10	North-Central_300	0.7	-1	0	0.4716981132075472	1.0	0.4716981132075472	0.641025641025641
41	192.203.230.10	North-Central_300	0.8	-1	0	0.4716981132075472	1.0	0.4716981132075472	0.641025641025641
37	192.203.230.10	North-Central_300	0.9	-1	0	0.46296296296296297	1.0	0.46296296296296297	0.6329113924050632
36	192.203.230.10	North-Central_300	1.0	-1	0	0.4716981132075472	1.0	0.4716981132075472	0.641025641025641
27	192.203.230.10	North-Central_500	0.0	-1	0	0.1527777777777778	0.36666666666666664	0.20754716981132076	0.26506024096385544
38	192.203.230.10	North-Central_500	0.1	-1	0	0.18571428571428572	0.4482758620689655	0.24074074074074073	0.3132530120481928
32	192.203.230.10	North-Central_500	0.2	-1	0	0.20588235294117646	0.5	0.25925925925925924	0.3414634146341463
23	192.203.230.10	North-Central_500	0.3	-1	0	0.24615384615384617	0.5925925925925926	0.2962962962962963	0.3950617283950617
5	192.203.230.10	North-Central_500	0.4	-1	0	0.3728813559322034	0.8148148148148148	0.4074074074074074	0.5432098765432098
8	192.203.230.10	North-Central_500	0.5	-1	0	0.42857142857142855	0.9230769230769231	0.4444444444444444	0.6
13	192.203.230.10	North-Central_500	0.6	-1	0	0.45454545454545453	0.9615384615384616	0.46296296296296297	0.625
31	192.203.230.10	North-Central_500	0.7	-1	0	0.43636363636363634	0.96	0.4444444444444444	0.6075949367088608
24	192.203.230.10	North-Central_500	0.8	-1	0	0.43636363636363634	0.96	0.4444444444444444	0.6075949367088608
1	192.203.230.10	North-Central_500	0.9	-1	0	0.4444444444444444	0.96	0.4528301886792453	0.6153846153846154
17	192.203.230.10	North-Central_500	1.0	-1	0	0.4716981132075472	0.9615384615384616	0.4807692307692308	0.6410256410256411
